No EMPRE|VALOR SUB|TRAB F|TRAB M|CIUDAD|CIIU|DESCRIPCION|
1.0|72500.0|0.0|1.0|BOLIVAR|4923|TRANSPORTE DE CARGA POR CARRETERA|
1.0|0.0|2.0|0.0|CHIQUINQUIRA|1811|ACTIVIDADES DE IMPRESION|
1.0|471250.0|9.0|0.0|JERICO|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
1.0|36250.0|1.0|0.0|SOGAMOSO|8291|ACTIVIDADES DE AGENCIAS DE COBRANZA Y OFICINAS DE CALIFICACION CREDITICIA|
1.0|181250.0|2.0|2.0|GUATEQUE|4721|COMERCIO AL POR MENOR DE PRODUCTOS AGRICOLAS PARA EL CONSUMO EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|0.0|1.0|TIBASOSA|6201|ACTIVIDADES DE DESARROLLO DE SISTEMAS INFORMATICOS (PLANIFICACION- ANALISIS- DISEÑ- PROGRAMACION- PRUEBAS)|
2.0|108750.0|2.0|3.0|SAMACA|4799|OTROS TIPOS DE COMERCIO AL POR MENOR NO REALIZADO EN ESTABLECIMIENTOS- PUESTOS DE VENTA O MERCADOS|
5.0|375300.0|4.0|5.0|SANTA ROSA DE VITERBO|0141|CRIA DE GANADO BOVINO Y BUFALINO|
2.0|326250.0|6.0|9.0|SOGAMOSO|6020|ACTIVIDADES DE PROGRAMACION Y TRANSMISION DE TELEVISION|
1.0|108750.0|7.0|0.0|TOPAGA|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
1.0|36250.0|1.0|0.0|VILLA DE LEYVA|4632|COMERCIO AL POR MAYOR DE BEBIDAS Y TABACO|
1.0|41700.0|0.0|1.0|CHIQUINQUIRA|0220|EXTRACCION DE MADERA|
1.0|72500.0|6.0|2.0|SOCHA|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
1.0|72500.0|0.0|1.0|MEDELLIN|4741|COMERCIO AL POR MENOR DE COMPUTADORES- EQUIPOS PERIFERICOS- PROGRAMAS DE INFORMATICA Y EQUIPOS DE TELECOMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS|
2.0|145000.0|0.0|8.0|SAN LUIS DE GACENO|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
1.0|145000.0|17.0|133.0|NOBSA|2392|FABRICACION DE MATERIALES DE ARCILLA PARA LA CONSTRUCCION|
1.0|290000.0|6.0|11.0|CERINZA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|1196250.0|15.0|17.0|IBAGUE|0312|PESCA DE AGUA DULCE|
1.0|652500.0|14.0|7.0|TUTA|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
1.0|0.0|1.0|0.0|TURMEQUE|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
1.0|181250.0|2.0|12.0|SOGAMOSO|0610|EXTRACCION DE PETROLEO CRUDO|
1.0|0.0|0.0|0.0|MIRAFLORES|7020|ACTIVIDADES DE CONSULTARIA DE GESTION|
1.0|0.0|0.0|2.0|SOGAMOSO|5590|OTROS TIPOS DE ALOJAMIENTO NCP|
1.0|0.0|1.0|3.0|TIBASOSA|2599|FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL NCP|
1.0|41700.0|0.0|1.0|MIRAFLORES|0141|CRIA DE GANADO BOVINO Y BUFALINO|
1.0|0.0|1.0|0.0|JERICO|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
1.0|543750.0|15.0|19.0|SOTAQUIRA|2100|FABRICACION DE PRODUCTOS FARMACEUTICOS- SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS DE USO FARMACEUTICO|
1.0|0.0|0.0|0.0|BOYACA|4732|COMERCIO AL POR MENOR DE LUBRICANTES (ACEITES- GRASAS)- ADITIVOS Y PRODUCTOS DE LIMPIEZA PARA VEHICULOS AUTOMOTORES|
1.0|0.0|1.0|0.0|MEDELLIN|4642|COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR|
1.0|72500.0|1.0|1.0|SOATA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
1.0|0.0|0.0|0.0|TINJACA|5911|ACTIVIDADES DE PRODUCCION DE PELICULAS CINEMATOGRAFICAS- VIDEOS- PROGRAMAS- ANUNCIOS Y COMERCIALES DE TELEVISION|
1.0|0.0|0.0|3.0|MONIQUIRA|2392|FABRICACION DE MATERIALES DE ARCILLA PARA LA CONSTRUCCION|
1.0|652500.0|7.0|8.0|FLORIDABLANCA|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
1.0|72500.0|3.0|3.0|TUNUNGUA|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
1.0|72500.0|1.0|2.0|RAMIRIQUI|9609|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP|
1.0|250200.0|1.0|4.0|SACHICA|0129|OTROS CULTIVOS PERMANENTES NCP|
1.0|0.0|0.0|0.0|CHIQUINQUIRA|3110|FABRICACION DE MUEBLES|
1.0|36250.0|1.0|0.0|GUARNE|3250|FABRICACION DE INSTRUMENTOS- APARATOS Y MATERIALES MEDICOS Y ODONTOLOGICOS (INCLUIDO MOBILIARIO)|
1.0|108750.0|0.0|1.0|VENTAQUEMADA|3312|MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO|
1.0|181250.0|5.0|1.0|RONDON|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
1.0|145000.0|1.0|1.0|ENTRERRIOS|1521|FABRICACION DE CALZADO DE CUERO Y PIEL- CON CUALQUIER TIPO DE SUELA|
1.0|1051250.0|20.0|0.0|MONIQUIRA|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
1.0|108750.0|3.0|3.0|SANTA MARIA|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
1.0|0.0|1.0|0.0|TUNJA|2221|FABRICACION DE FORMAS BASICAS DE PLASTICO|
1.0|290000.0|3.0|13.0|SANTAFE DE BOGOTA|2513|FABRICACION DE GENERADORES DE VAPOR- EXCEPTO CALDERAS DE AGUA CALIENTE PARA CALEFACCION CENTRAL|
1.0|36250.0|1.0|0.0|FIRAVITOBA|8211|ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA|
1.0|761250.0|5.0|1.0|SOMONDOCO|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
1.0|0.0|1.0|0.0|NOBSA|6492|ACTIVIDADES FINANCIERAS DE FONDOS DE EMPLEADOS Y OTRAS FORMAS ASOCIATIVAS DEL SECTOR SOLIDARIO|
2.0|616250.0|23.0|7.0|HONDA|9511|MANTENIMIENTO Y REPARACION DE COMPUTADORES Y DE EQUIPO PERIFERICO|
1.0|145000.0|5.0|2.0|VILLA DE LEYVA|8530|ESTABLECIMIENTOS QUE COMBINAN DIFERENTES NIVELES DE EDUCACION|
1.0|72500.0|15.0|11.0|TURMEQUE|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
1.0|362500.0|0.0|6.0|DUITAMA|2813|FABRICACION DE OTRAS BOMBAS- COMPRESORES- GRIFOS Y VALVULAS|
1.0|290000.0|7.0|0.0|LA ESTRELLA|1410|CONFECCION DE PRENDAS DE VESTIR- EXCEPTO PRENDAS DE PIEL|
1.0|36250.0|1.0|0.0|MOSQUERA|1090|ELABORACION DE ALIMENTOS PREPARADOS PARA ANIMALES|
1.0|0.0|2.0|0.0|MONIQUIRA|8415|ACTIVIDADES DE LOS OTROS ORGANOS DE CONTROL|
1.0|0.0|0.0|1.0|SANTA MARIA|5229|OTRAS ACTIVIDADES COMPLEMENTARIAS AL TRANSPORTE|
1.0|3733750.0|23.0|72.0|PAIPA|3700|EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES|
1.0|145000.0|0.0|6.0|GARAGOA|6810|ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS|
1.0|1848750.0|30.0|40.0|NOBSA|8121|LIMPIEZA GENERAL INTERIOR DE EDIFICIOS|
1.0|362500.0|7.0|3.0|DUITAMA|1062|DESCAFEINADO- TOSTION Y MOLIENDA DEL CAFE|
1.0|36250.0|2.0|3.0|TUTAZA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
1.0|0.0|0.0|1.0|SANTA SOFIA|4312|PREPARACION DEL TERRENO|
1.0|36250.0|1.0|0.0|PUERTO BOYACA|4312|PREPARACION DEL TERRENO|
1.0|0.0|1.0|0.0|SANTAFE DE BOGOTA|8130|ACTIVIDADES DE PAISAJISMO Y SERVICIOS DE MANTENIMIENTO CONEXOS|
1.0|36250.0|0.0|1.0|TOTA|9329|OTRAS ACTIVIDADES RECREATIVAS Y DE ESPARCIMIENTO NCP|
1.0|36250.0|0.0|0.0|TIBANA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|108750.0|1.0|6.0|NOBSA|4799|OTROS TIPOS DE COMERCIO AL POR MENOR NO REALIZADO EN ESTABLECIMIENTOS- PUESTOS DE VENTA O MERCADOS|
1.0|398750.0|12.0|0.0|GUATEQUE|8790|OTRAS ACTIVIDADES DE ATENCION EN INSTITUCIONES CON ALOJAMIENTO|
1.0|108750.0|0.0|2.0|TUTA|4723|COMERCIO AL POR MENOR DE CARNES (INCLUYE AVES DE CORRAL)- PRODUCTOS CARNICOS- PESCADOS Y PRODUCTOS DE MAR- EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|145000.0|1.0|2.0|TUNJA|5914|ACTIVIDADES DE EXHIBICION DE PELICULAS CINEMATOGRAFICAS Y VIDEOS|
1.0|0.0|1.0|0.0|DUITAMA|2221|FABRICACION DE FORMAS BASICAS DE PLASTICO|
1.0|0.0|0.0|0.0|PAIPA|1311|PREPARACION E HILATURA DE FIBRAS TEXTILES|
1.0|217500.0|3.0|1.0|SANTAFE DE BOGOTA|2011|FABRICACION DE SUSTANCIAS Y PRODUCTOS QUIMICOS BASICOS|
1.0|36250.0|0.0|2.0|SANTA ROSA DE VITERBO|0811|EXTRACCION DE PIEDRA- ARENA- ARCILLAS COMUNES- YESO Y ANHIDRITA|
1.0|0.0|1.0|1.0|GACHANTIVA|8423|ORDEN PUBLICO Y ACTIVIDADES DE SEGURIDAD|
1.0|0.0|0.0|0.0|RAMIRIQUI|0240|SERVICIOS DE APOYO A LA SILVICULTURA|
1.0|0.0|1.0|3.0|MIRAFLORES|4631|COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS|
1.0|72500.0|2.0|1.0|ARMENIA|7820|ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPORAL|
1.0|0.0|0.0|1.0|PUERTO BOYACA|2592|TRATAMIENTO Y REVESTIMIENTO DE METALES- MECANIZADO|
5.0|688750.0|22.0|7.0|PUERTO BOYACA|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
3.0|36250.0|1.0|3.0|TUNJA|1103|PRODUCCION DE MALTA- ELABORACION DE CERVEZAS Y OTRAS BEBIDAS MALTEADAS|
26.0|3753000.0|14.0|41.0|SOGAMOSO|0141|CRIA DE GANADO BOVINO Y BUFALINO|
1.0|1413750.0|1.0|44.0|SOCHA|4921|TRANSPORTE DE PASAJEROS|
2.0|0.0|0.0|0.0|TUNJA|6493|ACTIVIDADES DE COMPRA DE CARTERA O FACTORING|
6.0|290000.0|2.0|5.0|DUITAMA|7112|ACTIVIDADES DE INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
1.0|333600.0|7.0|2.0|SUTAMARCHAN|0130|PROPAGACION DE PLANTAS (ACTIVIDADES DE LOS VIVEROS- EXCEPTO VIVEROS FORESTALES)|
3.0|1160000.0|19.0|7.0|EL COCUY|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
7.0|1848750.0|124.0|22.0|TUNJA|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
1.0|108750.0|3.0|0.0|PAIPA|8692|ACTIVIDADES DE APOYO TERAPEUTICO|
1.0|0.0|0.0|0.0|MONGUI|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|36250.0|0.0|3.0|SOGAMOSO|2029|FABRICACION DE OTROS PRODUCTOS QUIMICOS NCP|
1.0|36250.0|1.0|0.0|CALI|4642|COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR|
1.0|108750.0|2.0|13.0|CHIVOR|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
2.0|83400.0|7.0|8.0|SOTAQUIRA|0161|ACTIVIDADES DE APOYO A LA AGRICULTURA|
7.0|290000.0|11.0|3.0|CHIQUINQUIRA|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
1.0|0.0|0.0|1.0|PUERTO BOYACA|8121|LIMPIEZA GENERAL INTERIOR DE EDIFICIOS|
16.0|2356250.0|38.0|32.0|TUNJA|1081|ELABORACION DE PRODUCTOS DE PANADERIA|
3.0|253750.0|5.0|2.0|MUZO|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
3.0|362500.0|2.0|10.0|PAIPA|4921|TRANSPORTE DE PASAJEROS|
11.0|4531250.0|127.0|49.0|CHIQUINQUIRA|8522|EDUCACION MEDIA ACADEMICA|
2.0|398750.0|4.0|14.0|SANTAFE DE BOGOTA|8412|ACTIVIDADES EJECUTIVAS DE LA ADMINISTRACION PUBLICA|
3.0|217500.0|3.0|3.0|CHIQUINQUIRA|4723|COMERCIO AL POR MENOR DE CARNES (INCLUYE AVES DE CORRAL)- PRODUCTOS CARNICOS- PESCADOS Y PRODUCTOS DE MAR- EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|36250.0|1.0|1.0|TUNJA|8219|FOTOCOPIADO- PREPARACION DE DOCUMENTOS Y OTRAS ACTIVIDADES ESPECIALIZADAS DE APOYO A OFICINA|
1.0|0.0|0.0|0.0|PAEZ|4759|COMERCIO AL POR MENOR DE OTROS ARTICULOS DOMESTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
2.0|0.0|1.0|0.0|PAIPA|7010|ACTIVIDADES DE ADMINISTRACION EMPRESARIAL|
2.0|41700.0|2.0|1.0|DUITAMA|0130|PROPAGACION DE PLANTAS (ACTIVIDADES DE LOS VIVEROS- EXCEPTO VIVEROS FORESTALES)|
3.0|145000.0|5.0|0.0|PAZ DEL RIO|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
5.0|253750.0|5.0|5.0|TUNJA|8230|ORGANIZACION DE CONVENCIONES Y EVENTOS COMERCIALES|
3.0|145000.0|1.0|8.0|SANTAFE DE BOGOTA|6110|ACTIVIDADES DE TELECOMUNICACIONES ALAMBRICAS|
5.0|291900.0|2.0|8.0|SIMIJACA|0141|CRIA DE GANADO BOVINO Y BUFALINO|
1.0|290000.0|6.0|6.0|VILLA DE LEYVA|9329|OTRAS ACTIVIDADES RECREATIVAS Y DE ESPARCIMIENTO NCP|
1.0|0.0|0.0|3.0|TINJACA|0113|CULTIVO DE HORTALIZAS- RAICES Y TUBERCULOS|
1.0|0.0|0.0|15.0|CUBARA|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
1.0|0.0|1.0|0.0|VILLA DE LEYVA|5221|ACTIVIDADES DE ESTACIONES- VIAS Y SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE TERRESTRE|
1.0|12218100.0|123.0|127.0|SOTAQUIRA|0125|CULTIVO DE FLOR DE CORTE|
1.0|0.0|1.0|0.0|PESCA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
1.0|72500.0|0.0|1.0|GUATEQUE|0020|PENSIONADOS|
7.0|834000.0|34.0|61.0|CHIQUINQUIRA|0162|ACTIVIDADES DE APOYO A LA GANADERIA|
1.0|0.0|0.0|0.0|VILLA DE LEYVA|8230|ORGANIZACION DE CONVENCIONES Y EVENTOS COMERCIALES|
1.0|145000.0|0.0|0.0|SOGAMOSO|4791|COMERCIO AL POR MENOR REALIZADO A TRAVES DE INTERNET|
1.0|145000.0|1.0|4.0|SOGAMOSO|4662|COMERCIO AL POR MAYOR DE METALES Y PRODUCTOS METALIFEROS|
4.0|217500.0|4.0|3.0|SANTAFE DE BOGOTA|4752|COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA- PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS|
3.0|543750.0|14.0|17.0|BELEN|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
7.0|2175000.0|20.0|24.0|SANTAFE DE BOGOTA|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
1.0|108750.0|1.0|2.0|LA DORADA|9411|ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES|
1.0|72500.0|0.0|3.0|BUENAVISTA|3600|CAPTACION- TRATAMIENTO Y DISTRIBUCION DE AGUA|
1.0|36250.0|1.0|0.0|CUITIVA|3600|CAPTACION- TRATAMIENTO Y DISTRIBUCION DE AGUA|
1.0|0.0|0.0|1.0|TUTA|4661|COMERCIO AL POR MAYOR DE COMBUSTIBLES SOLIDOS- LIQUIDOS- GASEOSOS Y PRODUCTOS CONEXOS|
1.0|0.0|1.0|4.0|MONGUI|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
1.0|217500.0|9.0|2.0|CUCAITA|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
2.0|145000.0|1.0|8.0|NOBSA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
2.0|1921250.0|38.0|47.0|DUITAMA|7830|OTRAS ACTIVIDADES DE SUMINISTRO DE RECURSO HUMANO|
2.0|1305000.0|25.0|16.0|TUNJA|1052|ELABORACION DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDON|
3.0|145000.0|4.0|4.0|SOGAMOSO|9319|OTRAS ACTIVIDADES DEPORTIVAS|
6.0|471250.0|17.0|9.0|SOGAMOSO|4772|COMERCIO AL POR MENOR DE TODO TIPO DE CALZADO Y ARTICULOS DE CUERO Y SUCEDANEOS DEL CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|0.0|1.0|BRICENO|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
1.0|145000.0|4.0|4.0|TOPAGA|7730|ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA- EQUIPO Y BIENES TANGIBLES NCP|
1.0|0.0|1.0|3.0|TUNJA|2393|FABRICACION DE OTROS PRODUCTOS DE CERAMICA Y PORCELANA|
8.0|1305000.0|22.0|48.0|CHIQUINQUIRA|1040|ELABORACION DE PRODUCTOS LACTEOS|
1.0|36250.0|1.0|0.0|TUNJA|6522|SERVICIOS DE SEGUROS SOCIALES DE RIESGOS PROFESIONALES|
6.0|9533750.0|221.0|126.0|MEDELLIN|7810|ACTIVIDADES DE AGENCIAS DE EMPLEO|
2.0|471250.0|1.0|5.0|PAUNA|0820|EXTRACCION DE ESMERALDAS- PIEDRAS PRECIOSAS Y SEMIPRECIOSAS|
2.0|483910.0|13.0|14.0|GUAYATA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
3.0|0.0|1.0|0.0|SOGAMOSO|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
2.0|1413750.0|29.0|18.0|UMBITA|4620|COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS- ANIMALES VIVOS|
2.0|253750.0|19.0|3.0|VILLA DE LEYVA|8522|EDUCACION MEDIA ACADEMICA|
2.0|507500.0|3.0|17.0|CHIQUINQUIRA|4620|COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS- ANIMALES VIVOS|
9.0|290000.0|15.0|16.0|SOGAMOSO|4664|COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS- CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO|
2.0|290000.0|4.0|7.0|RAMIRIQUI|6190|OTRAS ACTIVIDADES DE TELECOMUNICACIONES|
1.0|145000.0|3.0|3.0|CERINZA|3600|CAPTACION- TRATAMIENTO Y DISTRIBUCION DE AGUA|
3.0|0.0|1.0|1.0|CHIQUINQUIRA|7010|ACTIVIDADES DE ADMINISTRACION EMPRESARIAL|
6.0|1812500.0|7.0|58.0|SOGAMOSO|3830|RECUPERACION DE MATERIALES|
2.0|108750.0|2.0|4.0|TUNJA|9512|MANTENIMIENTO Y REPARACION DE EQUIPOS DE COMUNICACION|
3.0|108750.0|2.0|3.0|SUTAMARCHAN|6910|ACTIVIDADES JURIDICAS|
3.0|217500.0|2.0|4.0|SOTAQUIRA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
11.0|906250.0|26.0|6.0|CHIQUINQUIRA|4771|COMERCIO AL POR MENOR DE PRENDAS DE VESTIR Y SUS ACCESORIOS (INCLUYE ARTICULOS DE PIEL) EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|72500.0|2.0|23.0|SANTAFE DE BOGOTA|4930|TRANSPORTE POR TUBERIAS|
3.0|942500.0|6.0|17.0|SAMACA|3600|CAPTACION- TRATAMIENTO Y DISTRIBUCION DE AGUA|
3.0|72500.0|1.0|1.0|TUNJA|8552|ENSEÑNZA DEPORTIVA Y RECREATIVA|
1.0|0.0|1.0|0.0|TUTAZA|4664|COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS- CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO|
2.0|0.0|0.0|13.0|SAMACA|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
1.0|0.0|0.0|3.0|GUATEQUE|4755|COMERCIO AL POR MENOR DE ARTICULOS Y UTENSILIOS DE USO DOMESTICO|
6.0|2465000.0|23.0|84.0|NOBSA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|36250.0|0.0|2.0|PEREIRA|4644|COMERCIO AL POR MAYOR DE APARATOS Y EQUIPO DE USO DOMESTICO|
1.0|108750.0|3.0|2.0|TIBIRITA|5513|ALOJAMIENTO EN CENTROS VACACIONALES|
2.0|1015000.0|3.0|29.0|VILLA DE SAN DIEGO DE UBATE|4661|COMERCIO AL POR MAYOR DE COMBUSTIBLES SOLIDOS- LIQUIDOS- GASEOSOS Y PRODUCTOS CONEXOS|
1.0|0.0|1.0|2.0|AQUITANIA|4721|COMERCIO AL POR MENOR DE PRODUCTOS AGRICOLAS PARA EL CONSUMO EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|217500.0|10.0|2.0|SACHICA|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
1.0|145000.0|0.0|4.0|RIONEGRO|7210|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERIA|
7.0|5220000.0|95.0|95.0|TUNJA|9603|POMPAS FUNEBRES Y ACTIVIDADES RELACIONADAS|
6.0|1341250.0|7.0|42.0|PAIPA|0811|EXTRACCION DE PIEDRA- ARENA- ARCILLAS COMUNES- YESO Y ANHIDRITA|
1.0|435000.0|2.0|18.0|SOGAMOSO|3514|COMERCIALIZACION DE ENERGIA ELECTRICA|
4.0|108750.0|3.0|2.0|SANTAFE DE BOGOTA|7220|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES|
1.0|72500.0|0.0|4.0|TOCANCIPA|4923|TRANSPORTE DE CARGA POR CARRETERA|
2.0|253750.0|8.0|4.0|TOTA|8412|ACTIVIDADES EJECUTIVAS DE LA ADMINISTRACION PUBLICA|
6.0|108750.0|10.0|7.0|PAIPA|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
1.0|145000.0|2.0|1.0|TOPAGA|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
4.0|435000.0|13.0|10.0|CALI|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
1.0|108750.0|1.0|2.0|CHIQUINQUIRA|4643|COMERCIO AL POR MAYOR DE CALZADO|
2.0|978750.0|14.0|22.0|SOCHA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
5.0|2211250.0|63.0|67.0|SANTAFE DE BOGOTA|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
1.0|36250.0|1.0|1.0|SOTAQUIRA|4719|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS- CON SURTIDO COMPUESTO PRINCIPALMENTE POR PRODUCTOS DIFERENTES DE ALIMENTOS (VIVERES EN GENERAL)- BEBIDAS Y TABACO|
5.0|797500.0|10.0|14.0|PAIPA|8413|REGULACION DE LAS ACTIVIDADES DE ORGANISMOS QUE PRESTAN SERVICIOS DE SALUD- EDUCATIVOS- CULTURALES Y OTROS SERVICIOS SOCIALES- EXCEPTO SERVICIOS DE SEGURIDAD SOCIAL|
1.0|616250.0|16.0|0.0|TIBASOSA|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
1.0|72500.0|0.0|2.0|CIENEGA|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
1.0|36250.0|0.0|2.0|SANTA MARIA|8512|EDUCACION PREESCOLAR|
2.0|36250.0|2.0|1.0|CUCAITA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
2.0|72500.0|3.0|0.0|SANTAFE DE BOGOTA|4220|CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO|
2.0|0.0|1.0|6.0|MONIQUIRA|9603|POMPAS FUNEBRES Y ACTIVIDADES RELACIONADAS|
1.0|36250.0|1.0|0.0|SANTAFE DE BOGOTA|5619|OTROS TIPOS DE EXPENDIO DE COMIDAS PREPARADAS NCP|
1.0|0.0|1.0|0.0|TASCO|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
1.0|471250.0|3.0|17.0|TUNUNGUA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|0.0|2.0|0.0|TUTA|5613|EXPENDIO DE COMIDAS PREPARADAS EN CAFETERIAS|
