No EMPRE|VALOR SUB|TRAB F|TRAB M|CIUDAD|CIIU|DESCRIPCION|
1.0|0.0|0.0|1.0|BELEN|6110|ACTIVIDADES DE TELECOMUNICACIONES ALAMBRICAS|
1.0|65760.0|2.0|0.0|SOGAMOSO|5813|EDICION DE PERIODICOS- REVISTAS Y OTRAS PUBLICACIONES PERIODICAS|
4.0|0.0|2.0|7.0|COTA|4664|COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS- CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO|
24.0|4438800.0|127.0|100.0|SANTAFE DE BOGOTA|6910|ACTIVIDADES JURIDICAS|
5.0|8055600.0|30.0|401.0|GUATEQUE|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
13.0|887760.0|27.0|8.0|SOGAMOSO|6621|ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS|
18.0|1742640.0|28.0|54.0|SANTAFE DE BOGOTA|2100|FABRICACION DE PRODUCTOS FARMACEUTICOS- SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS DE USO FARMACEUTICO|
6.0|690480.0|13.0|2.0|SOGAMOSO|2023|FABRICACION DE JABONES Y DETERGENTES- PREPARADOS PARA LIMPIAR Y PULIR- PERFUMES Y PREPARADOS DE TOCADOR|
1.0|0.0|1.0|4.0|BELEN|4759|COMERCIO AL POR MENOR DE OTROS ARTICULOS DOMESTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|0.0|0.0|SAMACA|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
1.0|197280.0|2.0|11.0|PESCA|1040|ELABORACION DE PRODUCTOS LACTEOS|
15.0|642940.0|16.0|47.0|SANTAFE DE BOGOTA|0161|ACTIVIDADES DE APOYO A LA AGRICULTURA|
3.0|591840.0|3.0|12.0|AQUITANIA|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
3.0|690480.0|12.0|17.0|TUNJA|5224|MANIPULACION DE CARGA|
9.0|65760.0|4.0|9.0|TUNJA|4759|COMERCIO AL POR MENOR DE OTROS ARTICULOS DOMESTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
5.0|263040.0|3.0|7.0|SACHICA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
8.0|98640.0|8.0|1.0|TUNJA|9602|PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA|
5.0|690480.0|12.0|19.0|DUITAMA|4759|COMERCIO AL POR MENOR DE OTROS ARTICULOS DOMESTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
3.0|65760.0|2.0|8.0|DUITAMA|3830|RECUPERACION DE MATERIALES|
1.0|0.0|1.0|0.0|TUNJA|1030|ELABORACION DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL|
1.0|0.0|0.0|0.0|PUERTO BOYACA|3511|GENERACION DE ENERGIA ELECTRICA|
1.0|230160.0|14.0|17.0|COMBITA|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
1.0|75640.0|1.0|2.0|PAIPA|0129|OTROS CULTIVOS PERMANENTES NCP|
15.0|2137200.0|10.0|72.0|TUNJA|0811|EXTRACCION DE PIEDRA- ARENA- ARCILLAS COMUNES- YESO Y ANHIDRITA|
5.0|295920.0|5.0|7.0|SANTAFE DE BOGOTA|2012|FABRICACION DE ABONOS Y COMPUESTOS INORGANICOS NITROGENADOS|
1.0|295920.0|0.0|8.0|MEDELLIN|5229|OTRAS ACTIVIDADES COMPLEMENTARIAS AL TRANSPORTE|
1.0|230160.0|4.0|1.0|SOGAMOSO|8560|ACTIVIDADES DE APOYO A LA EDUCACION|
3.0|131520.0|4.0|1.0|SANTAFE DE BOGOTA|8211|ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA|
7.0|526080.0|19.0|12.0|CHIQUINQUIRA|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
33.0|2597520.0|66.0|40.0|TUNJA|5511|ALOJAMIENTO EN HOTELES|
1.0|0.0|0.0|1.0|MEDELLIN|8220|ACTIVIDADES DE CENTROS DE LLAMADAS (CALL CENTER)|
1.0|164400.0|1.0|3.0|LEIVA|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
9.0|756240.0|15.0|24.0|TUNJA|5221|ACTIVIDADES DE ESTACIONES- VIAS Y SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE TERRESTRE|
12.0|1479600.0|21.0|38.0|SOGAMOSO|4723|COMERCIO AL POR MENOR DE CARNES (INCLUYE AVES DE CORRAL)- PRODUCTOS CARNICOS- PESCADOS Y PRODUCTOS DE MAR- EN ESTABLECIMIENTOS ESPECIALIZADOS|
8.0|1150800.0|8.0|54.0|CHIQUINQUIRA|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
2.0|98640.0|3.0|9.0|SOGAMOSO|2790|FABRICACION DE OTROS TIPOS DE EQUIPO ELECTRICO NCP|
2.0|0.0|0.0|2.0|SANTA SOFIA|0113|CULTIVO DE HORTALIZAS- RAICES Y TUBERCULOS|
41.0|2564640.0|25.0|98.0|TUNJA|4520|MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES|
3.0|98640.0|2.0|4.0|BELEN|4752|COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA- PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|1.0|2.0|CHITARAQUE|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
1.0|0.0|0.0|1.0|BUCARAMANGA|4321|INSTALACIONES ELECTRICAS|
6.0|624720.0|5.0|16.0|TUNJA|4732|COMERCIO AL POR MENOR DE LUBRICANTES (ACEITES- GRASAS)- ADITIVOS Y PRODUCTOS DE LIMPIEZA PARA VEHICULOS AUTOMOTORES|
1.0|0.0|0.0|1.0|SANTAFE DE BOGOTA|2819|FABRICACION DE OTROS TIPOS DE MAQUINARIA Y EQUIPO DE USO GENERAL NCP|
6.0|340380.0|1.0|30.0|MANIZALES|0141|CRIA DE GANADO BOVINO Y BUFALINO|
1.0|0.0|0.0|0.0|FUNZA|4923|TRANSPORTE DE CARGA POR CARRETERA|
1.0|65760.0|0.0|2.0|YUMBO|2012|FABRICACION DE ABONOS Y COMPUESTOS INORGANICOS NITROGENADOS|
20.0|4340160.0|52.0|85.0|DUITAMA|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
17.0|328800.0|10.0|4.0|CHIQUINQUIRA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
26.0|9042000.0|262.0|102.0|TUNJA|8691|ACTIVIDADES DE APOYO DIAGNOSTICO|
13.0|1664080.0|10.0|44.0|DUITAMA|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
1.0|0.0|0.0|1.0|SUTAMARCHAN|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
4.0|32880.0|1.0|8.0|CERINZA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
15.0|1742640.0|10.0|60.0|PAIPA|4923|TRANSPORTE DE CARGA POR CARRETERA|
4.0|624720.0|8.0|6.0|DUITAMA|5229|OTRAS ACTIVIDADES COMPLEMENTARIAS AL TRANSPORTE|
162.0|18976950.0|58.0|529.0|TUNJA|4923|TRANSPORTE DE CARGA POR CARRETERA|
9.0|394560.0|16.0|14.0|VILLA DE LEYVA|4752|COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA- PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS|
45.0|4175760.0|119.0|80.0|SOGAMOSO|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
1.0|32880.0|0.0|5.0|SAMACA|2395|FABRICACION DE ARTICULOS DE HORMIGON- CEMENTO Y YESO|
3.0|230160.0|1.0|38.0|GUATEQUE|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
1.0|0.0|0.0|1.0|SANTA SOFIA|2511|FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL|
19.0|789120.0|26.0|16.0|DUITAMA|6920|ACTIVIDADES DE CONTABILIDAD- TENEDURIA DE LIBROS- AUDITORIA FINANCIERA Y ASESORIA TRIBUTARIA|
1.0|98640.0|1.0|1.0|BUCARAMANGA|2012|FABRICACION DE ABONOS Y COMPUESTOS INORGANICOS NITROGENADOS|
15.0|3189360.0|42.0|50.0|TUNJA|4799|OTROS TIPOS DE COMERCIO AL POR MENOR NO REALIZADO EN ESTABLECIMIENTOS- PUESTOS DE VENTA O MERCADOS|
1.0|0.0|0.0|2.0|EL COCUY|4923|TRANSPORTE DE CARGA POR CARRETERA|
12.0|1282320.0|15.0|19.0|PAIPA|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
1.0|0.0|2.0|0.0|DUITAMA|7420|ACTIVIDADES DE FOTOGRAFIA|
5.0|230160.0|5.0|3.0|DUITAMA|4774|COMERCIO AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
2.0|230160.0|1.0|8.0|TUTA|4752|COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA- PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|32880.0|1.0|4.0|MUZO|8559|OTROS TIPOS DE EDUCACION NCP|
19.0|1874160.0|69.0|49.0|TUNJA|4741|COMERCIO AL POR MENOR DE COMPUTADORES- EQUIPOS PERIFERICOS- PROGRAMAS DE INFORMATICA Y EQUIPOS DE TELECOMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS|
6.0|2104320.0|25.0|27.0|CHIQUINQUIRA|1081|ELABORACION DE PRODUCTOS DE PANADERIA|
1.0|0.0|0.0|1.0|SOCOTA|6910|ACTIVIDADES JURIDICAS|
3.0|328800.0|7.0|9.0|SOGAMOSO|4690|COMERCIO AL POR MAYOR NO ESPECIALIZADO|
2.0|131520.0|3.0|0.0|VILLA DE LEYVA|5512|ALOJAMIENTO EN APARTAHOTELES|
1.0|65760.0|2.0|0.0|UMBITA|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
2.0|197280.0|2.0|5.0|PAIPA|2819|FABRICACION DE OTROS TIPOS DE MAQUINARIA Y EQUIPO DE USO GENERAL NCP|
31.0|723360.0|24.0|8.0|PAIPA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
3.0|0.0|1.0|7.0|DUITAMA|7410|ACTIVIDADES ESPECIALIZADAS DE DISEÑ|
2.0|0.0|2.0|1.0|MONIQUIRA|4799|OTROS TIPOS DE COMERCIO AL POR MENOR NO REALIZADO EN ESTABLECIMIENTOS- PUESTOS DE VENTA O MERCADOS|
4.0|822000.0|11.0|19.0|DUITAMA|1101|DESTILACION- RECTIFICACION Y MEZCLA DE BEBIDAS ALCOHOLICAS|
3.0|98640.0|5.0|1.0|GUATEQUE|5511|ALOJAMIENTO EN HOTELES|
1.0|32880.0|2.0|1.0|CERINZA|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
1.0|197280.0|0.0|0.0|SAN EDUARDO|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
1.0|32880.0|1.0|5.0|VILLA DE LEYVA|8130|ACTIVIDADES DE PAISAJISMO Y SERVICIOS DE MANTENIMIENTO CONEXOS|
1.0|0.0|0.0|0.0|FUNZA|4690|COMERCIO AL POR MAYOR NO ESPECIALIZADO|
21.0|4504560.0|2.0|150.0|GAMEZA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
17.0|5754000.0|64.0|38.0|TUNJA|8551|FORMACION ACADEMICA NO FORMAL|
1.0|0.0|1.0|1.0|VILLA DE LEYVA|8299|OTRAS ACTIVIDADES DE SERVICIO DE APOYO A LAS EMPRESAS NCP|
1.0|460320.0|6.0|14.0|TOCA|1040|ELABORACION DE PRODUCTOS LACTEOS|
3.0|0.0|0.0|4.0|VILLAVICENCIO|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
4.0|1117920.0|6.0|25.0|CHIQUINQUIRA|4759|COMERCIO AL POR MENOR DE OTROS ARTICULOS DOMESTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|1.0|5.0|RAMIRIQUI|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
1.0|65760.0|0.0|1.0|BARRANQUILLA|2410|INDUSTRIAS BASICAS DE HIERRO Y DE ACERO|
33.0|1479600.0|20.0|51.0|SANTAFE DE BOGOTA|6810|ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS|
3.0|328800.0|7.0|6.0|TUNJA|4644|COMERCIO AL POR MAYOR DE APARATOS Y EQUIPO DE USO DOMESTICO|
3.0|0.0|4.0|6.0|VENTAQUEMADA|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
23.0|1939920.0|53.0|24.0|TUNJA|1410|CONFECCION DE PRENDAS DE VESTIR- EXCEPTO PRENDAS DE PIEL|
1.0|0.0|0.0|1.0|ITAGUI|5630|EXPENDIO DE BEBIDAS ALCOHOLICAS PARA EL CONSUMO DENTRO DEL ESTABLECIMIENTO|
8.0|2367360.0|63.0|36.0|DUITAMA|9411|ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES|
1.0|32880.0|2.0|1.0|SOATA|7500|ACTIVIDADES VETERINARIAS|
10.0|1479600.0|59.0|17.0|SOGAMOSO|4751|COMERCIO AL POR MENOR DE PRODUCTOS TEXTILES EN ESTABLECIMIENTOS ESPECIALIZADOS|
2.0|197280.0|1.0|5.0|SOGAMOSO|2396|CORTE- TALLADO Y ACABADO DE LA PIEDRA|
4.0|340380.0|1.0|4.0|VILLA DE LEYVA|0141|CRIA DE GANADO BOVINO Y BUFALINO|
4.0|131520.0|6.0|2.0|SANTA ROSA DE VITERBO|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|624720.0|21.0|1.0|CALI|9609|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP|
213.0|29855040.0|165.0|929.0|SOGAMOSO|4923|TRANSPORTE DE CARGA POR CARRETERA|
88.0|11244960.0|157.0|470.0|SOGAMOSO|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
1.0|197280.0|3.0|3.0|PUERTO BOYACA|8523|EDUCACION MEDIA TECNICA Y DE FORMACION LABORAL|
26.0|8318640.0|16.0|235.0|NOBSA|4923|TRANSPORTE DE CARGA POR CARRETERA|
63.0|3814080.0|64.0|208.0|SANTAFE DE BOGOTA|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
12.0|657600.0|15.0|9.0|DUITAMA|4719|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS- CON SURTIDO COMPUESTO PRINCIPALMENTE POR PRODUCTOS DIFERENTES DE ALIMENTOS (VIVERES EN GENERAL)- BEBIDAS Y TABACO|
1.0|131520.0|1.0|6.0|DUITAMA|3320|INSTALACION ESPECIALIZADA DE MAQUINARIA Y EQUIPO INDUSTRIAL|
5.0|1939920.0|17.0|29.0|TUNJA|4652|COMERCIO AL POR MAYOR DE EQUIPO- PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES|
9.0|10949040.0|60.0|381.0|DUITAMA|5221|ACTIVIDADES DE ESTACIONES- VIAS Y SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE TERRESTRE|
12.0|23147520.0|210.0|481.0|DUITAMA|4620|COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS- ANIMALES VIVOS|
4.0|328800.0|8.0|1.0|DUITAMA|5619|OTROS TIPOS DE EXPENDIO DE COMIDAS PREPARADAS NCP|
8.0|591840.0|18.0|14.0|DUITAMA|4741|COMERCIO AL POR MENOR DE COMPUTADORES- EQUIPOS PERIFERICOS- PROGRAMAS DE INFORMATICA Y EQUIPOS DE TELECOMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS|
12.0|1216560.0|31.0|18.0|SOGAMOSO|8699|OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA|
1.0|37820.0|2.0|3.0|DUITAMA|0121|CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES|
2.0|226920.0|0.0|14.0|SAMACA|0220|EXTRACCION DE MADERA|
9.0|2170080.0|3.0|105.0|JERICO|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
2.0|197280.0|0.0|6.0|SANTA ROSA DE VITERBO|8110|ACTIVIDADES COMBINADAS DE APOYO A INSTALACIONES|
1.0|0.0|1.0|1.0|SIACHOQUE|4759|COMERCIO AL POR MENOR DE OTROS ARTICULOS DOMESTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
2.0|197280.0|5.0|1.0|BUCARAMANGA|8129|OTRAS ACTIVIDADES DE LIMPIEZA DE EDIFICIOS E INSTALACIONES INDUSTRIALES|
6.0|822000.0|7.0|8.0|PUERTO BOYACA|4719|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS- CON SURTIDO COMPUESTO PRINCIPALMENTE POR PRODUCTOS DIFERENTES DE ALIMENTOS (VIVERES EN GENERAL)- BEBIDAS Y TABACO|
19.0|920640.0|26.0|55.0|DUITAMA|6810|ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS|
30.0|24824400.0|79.0|695.0|TUNJA|4921|TRANSPORTE DE PASAJEROS|
2.0|98640.0|3.0|5.0|DUITAMA|8553|ENSEÑNZA CULTURAL|
2.0|32880.0|1.0|2.0|VILLA DE LEYVA|7912|ACTIVIDADES DE OPERADORES TURISTICOS|
22.0|1479600.0|46.0|29.0|TUNJA|6621|ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS|
84.0|6082800.0|211.0|101.0|TUNJA|6910|ACTIVIDADES JURIDICAS|
62.0|6411600.0|82.0|142.0|TUNJA|4752|COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA- PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS|
9.0|1399340.0|4.0|42.0|PUERTO BOYACA|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
15.0|1361520.0|7.0|28.0|SAN MIGUEL DE SEMA|0141|CRIA DE GANADO BOVINO Y BUFALINO|
1.0|65760.0|1.0|0.0|MADRID|2023|FABRICACION DE JABONES Y DETERGENTES- PREPARADOS PARA LIMPIAR Y PULIR- PERFUMES Y PREPARADOS DE TOCADOR|
1.0|0.0|0.0|1.0|NEIVA|8129|OTRAS ACTIVIDADES DE LIMPIEZA DE EDIFICIOS E INSTALACIONES INDUSTRIALES|
24.0|4241520.0|16.0|134.0|SOGAMOSO|4661|COMERCIO AL POR MAYOR DE COMBUSTIBLES SOLIDOS- LIQUIDOS- GASEOSOS Y PRODUCTOS CONEXOS|
9.0|328800.0|2.0|7.0|SANTAFE DE BOGOTA|0000|NO DEFINIDA ACTIVIDAD ECONOMICA|
1.0|151280.0|1.0|3.0|TUTA|0143|CRIA DE OVEJAS Y CABRAS|
2.0|0.0|0.0|1.0|VILLA DE LEYVA|4723|COMERCIO AL POR MENOR DE CARNES (INCLUYE AVES DE CORRAL)- PRODUCTOS CARNICOS- PESCADOS Y PRODUCTOS DE MAR- EN ESTABLECIMIENTOS ESPECIALIZADOS|
22.0|26435520.0|181.0|643.0|TUNJA|8010|ACTIVIDADES DE SEGURIDAD PRIVADA|
14.0|2564640.0|54.0|38.0|DUITAMA|8699|OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA|
2.0|0.0|1.0|5.0|DUITAMA|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
7.0|131520.0|4.0|13.0|PAEZ|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|32880.0|1.0|11.0|SAMACA|3314|MANTENIMIENTO Y REPARACION ESPECIALIZADO DE EQUIPO ELECTRICO|
2.0|131520.0|1.0|1.0|ARCABUCO|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
36.0|328175280.0|10234.0|5930.0|TUNJA|8522|EDUCACION MEDIA ACADEMICA|
1.0|1183680.0|20.0|15.0|MEDELLIN|8299|OTRAS ACTIVIDADES DE SERVICIO DE APOYO A LAS EMPRESAS NCP|
12.0|263040.0|2.0|22.0|SANTAFE DE BOGOTA|4390|OTRAS ACTIVIDADES ESPECIALIZADAS PARA LA CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL|
4.0|197280.0|8.0|2.0|SOGAMOSO|6511|SEGUROS GENERALES|
3.0|230160.0|5.0|2.0|SANTAFE DE BOGOTA|2229|FABRICACION DE ARTICULOS DE PLASTICO NCP|
28.0|10324320.0|261.0|148.0|TUNJA|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
21.0|34852800.0|142.0|1062.0|SOGAMOSO|4921|TRANSPORTE DE PASAJEROS|
2.0|65760.0|0.0|2.0|VILLA DE LEYVA|4923|TRANSPORTE DE CARGA POR CARRETERA|
1.0|0.0|0.0|5.0|ENVIGADO|8010|ACTIVIDADES DE SEGURIDAD PRIVADA|
1.0|0.0|0.0|1.0|TURMEQUE|0121|CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES|
3.0|230160.0|2.0|3.0|MEDELLIN|4663|COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION- ARTICULOS DE FERRETERIA- PINTURAS- PRODUCTOS DE VIDRIO- EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION|
19.0|493200.0|10.0|20.0|SANTAFE DE BOGOTA|6201|ACTIVIDADES DE DESARROLLO DE SISTEMAS INFORMATICOS (PLANIFICACION- ANALISIS- DISEÑ- PROGRAMACION- PRUEBAS)|
1.0|98640.0|0.0|0.0|AGUAZUL|7210|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERIA|
14.0|5556720.0|110.0|111.0|PAIPA|5511|ALOJAMIENTO EN HOTELES|
3.0|427440.0|5.0|6.0|SAMACA|1081|ELABORACION DE PRODUCTOS DE PANADERIA|
9.0|12790320.0|87.0|393.0|TUNJA|6190|OTRAS ACTIVIDADES DE TELECOMUNICACIONES|
8.0|1282320.0|11.0|34.0|DUITAMA|9609|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NCP|
1.0|230160.0|0.0|7.0|TOPAGA|0811|EXTRACCION DE PIEDRA- ARENA- ARCILLAS COMUNES- YESO Y ANHIDRITA|
3.0|558960.0|25.0|8.0|SANTAFE DE BOGOTA|8522|EDUCACION MEDIA ACADEMICA|
2.0|197280.0|1.0|5.0|SOGAMOSO|4759|COMERCIO AL POR MENOR DE OTROS ARTICULOS DOMESTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
14.0|1479600.0|21.0|70.0|SOGAMOSO|0811|EXTRACCION DE PIEDRA- ARENA- ARCILLAS COMUNES- YESO Y ANHIDRITA|
18.0|8778960.0|266.0|246.0|TUNJA|9411|ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES|
1.0|65760.0|0.0|2.0|CHIQUINQUIRA|1082|ELABORACION DE CACAO- CHOCOLATE Y PRODUCTOS DE CONFITERIA|
3.0|295920.0|12.0|15.0|TUNJA|8541|EDUCACION TECNICA PROFESIONAL|
1.0|378200.0|2.0|6.0|MONIQUIRA|0145|CRIA DE AVES DE CORRAL|
7.0|2170080.0|53.0|29.0|TUNJA|6499|OTRAS ACTIVIDADES DE SERVICIO FINANCIERO- EXCEPTO LAS DE SEGUROS Y PENSIONES NCP|
2.0|690480.0|12.0|7.0|SANTA SOFIA|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
5.0|98640.0|5.0|16.0|PUERTO BOYACA|4322|INSTALACIONES DE FONTANERIA- CALEFACCION Y AIRE ACONDICIONADO|
1.0|230160.0|4.0|3.0|GUATEQUE|9603|POMPAS FUNEBRES Y ACTIVIDADES RELACIONADAS|
1.0|65760.0|0.0|2.0|JERICO|4732|COMERCIO AL POR MENOR DE LUBRICANTES (ACEITES- GRASAS)- ADITIVOS Y PRODUCTOS DE LIMPIEZA PARA VEHICULOS AUTOMOTORES|
4.0|124680.0|2.0|22.0|MUZO|0820|EXTRACCION DE ESMERALDAS- PIEDRAS PRECIOSAS Y SEMIPRECIOSAS|
2.0|0.0|1.0|9.0|TIBANA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
2.0|295920.0|5.0|1.0|TUNJA|4643|COMERCIO AL POR MAYOR DE CALZADO|
1.0|98640.0|2.0|0.0|SAMACA|5229|OTRAS ACTIVIDADES COMPLEMENTARIAS AL TRANSPORTE|
4.0|2860560.0|13.0|88.0|SANTAFE DE BOGOTA|5320|ACTIVIDADES DE MENSAJERIA|
9.0|5096400.0|171.0|242.0|DUITAMA|7810|ACTIVIDADES DE AGENCIAS DE EMPLEO|
1.0|0.0|0.0|0.0|VENTAQUEMADA|5511|ALOJAMIENTO EN HOTELES|
1.0|1150800.0|10.0|19.0|GACHANTIVA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
9.0|98640.0|5.0|4.0|SOGAMOSO|6810|ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS|
4.0|1285880.0|14.0|34.0|SANTAFE DE BOGOTA|0145|CRIA DE AVES DE CORRAL|
1.0|0.0|4.0|1.0|CUCUTA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|361680.0|6.0|4.0|PAIPA|1101|DESTILACION- RECTIFICACION Y MEZCLA DE BEBIDAS ALCOHOLICAS|
1.0|0.0|1.0|0.0|CHIQUINQUIRA|4774|COMERCIO AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
4.0|65760.0|5.0|6.0|TUNJA|4653|COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO AGROPECUARIOS|
4.0|1249440.0|25.0|123.0|SOGAMOSO|5229|OTRAS ACTIVIDADES COMPLEMENTARIAS AL TRANSPORTE|
